TEXT_SPEECH_UW_ACT03_M11_31;He... percibido algo. He ido a investigar.
TEXT_SPEECH_UW_ACT03_M11_32;Ya me ocuparé luego de ti. Por aquí. ¡Rápido!
TEXT_SPEECH_UW_ACT03_M11_33;¡Alto, ladrones! Devolved lo que habéis robado y os prometo una muerte rápida e indolora.
TEXT_SPEECH_UW_ACT03_M11_34;No tienes ni idea de quién soy.
TEXT_SPEECH_UW_ACT03_M11_35;Sé exactamente quién eres y la razón por la que estás aquí.
TEXT_SPEECH_UW_ACT03_M11_36;¡Puede teletransportarse! Esto puede ser interesante.
TEXT_SPEECH_UW_ACT03_M11_37;Tienes un don increíble para subestimar las situaciones. ¿Nos queda algún UDM?
TEXT_SPEECH_UW_ACT03_M11_38;¿Era realmente necesario?
TEXT_SPEECH_UW_ACT03_M11_39;¿No sabes lo que es esto? ¡Es un Juggernaut!
TEXT_SPEECH_UW_ACT03_M11_40;Salgamos de aquí.
TEXT_SPEECH_UW_ACT03_M11_41;No voy a mentirle a nadie. Penetrar en el archivo personal del Emperador no será fácil, pero necesitamos esa clave de acceso.
TEXT_SPEECH_UW_ACT03_M11_42;Vamos a repasar el plan. Me infiltraré en la sección de seguridad y desactivaré los controles del monitor. Eso cegará las cámaras mientras penetramos en la cámara acorazada. Después de eso...
TEXT_SPEECH_UW_ACT03_M11_43;Después de eso, me infiltraré en la parrilla de alimentación principal para apagarla. Eso desactivará las torretas. 
TEXT_SPEECH_UW_ACT03_M11_44;¿…Silri? ¿Estás prestando atención?
TEXT_SPEECH_UW_ACT03_M11_45;Y yo espero en el garaje, mientras vosotros dos os lleváis toda la gloria.
TEXT_SPEECH_UW_ACT03_M11_46;Tú estarás protegiendo nuestro único modo de escape. No lo olvides. Una vez que obtengamos los planos, necesitaremos un transporte para dejar atrás las defensas de la salida.
TEXT_SPEECH_UW_ACT03_M11_47;Supongo que no me di cuenta de que ésta era una misión de vigilancia.
TEXT_SPEECH_UW_ACT03_M11_48;Dame la señal cuando quieras, Tyber. Estaré encantado de eliminarla. 
TEXT_SPEECH_UW_ACT03_M11_49;Odio admitirlo, Urai, pero creo que empieza a caerme bien. Por supuesto, es reconfortante saber que esa opción siempre está disponible.
TEXT_SPEECH_UW_ACT03_M11_50;Aquí hay algo preocupante...
TEXT_SPEECH_UW_ACT03_M11_51;La cámara acorazada está abierta. Vamos a ver lo que hay dentro.
TEXT_SPEECH_UW_ACT03_M11_52;¿Por qué no están desplegadas esas jaulas ysalamiri? ¡Tenemos problemas!
TEXT_SPEECH_UW_ACT03_M11_53;¡Todos al transporte!
TEXT_SPEECH_UW_ACT03_M11_54;Esto tiene que moverse más deprisa.
TEXT_SPEECH_UW_ACT03_M11_55;¡Usad las defensas láser!
TEXT_SPEECH_UW_ACT03_M11_BOUNCE;Urai, Silri somos necesarios en Coruscant. No podremos infiltrarnos si no trabajamos juntos. 
TEXT_SPEECH_UW_ACT03_M12_00;Es la cosa más magnífica que he visto nunca, Urai, una vez bajo nuestro control...
TEXT_SPEECH_UW_ACT03_M12_01;¡Tyber, detectamos varias flotas en nuestra dirección!
TEXT_SPEECH_UW_ACT03_M12_02;Probablemente sean los restos de la flota imperial, que tratan de reagruparse y repararse aquí.
TEXT_SPEECH_UW_ACT03_M12_03;También hay múltiples señales de la Alianza. 
TEXT_SPEECH_UW_ACT03_M12_04;¿Ya? Están más organizados de lo que creía. ¡Démonos prisa! 
TEXT_SPEECH_UW_ACT03_M12_05;Naves sin identificar, ¡¿cuál es su propósito en este sector?!
TEXT_SPEECH_UW_ACT03_M12_06;Hemos oído de la gloriosa victoria de la Alianza en Endor, hemos venido a unirnos.
TEXT_SPEECH_UW_ACT03_M12_07;¿Pero qué...? Escucha Zann, si estás aquí, ayúdanos a destruir ese superdestructor estelar. Serás bien recompensado.
TEXT_SPEECH_UW_ACT03_M12_08;Parece que hay algunas estaciones espaciales entre nosotros y el Eclipse. ¡Eliminémoslas!
TEXT_SPEECH_UW_ACT03_M12_09;De acuerdo. Zann, no creas que no te vigilo. Si me huelo una traición, no tardaré en liquidarte. Oh, y buena suerte. 
TEXT_SPEECH_UW_ACT03_M12_10;Hemos terminado de escanear el destructor estelar Eclipse. El arma principal parece que todavía funciona. Si podemos abordar esa cosa y hacernos con el superláser...
TEXT_SPEECH_UW_ACT03_M12_11;Ya lo he pensado. Tú preocúpate de esas defensas.
TEXT_SPEECH_UW_ACT03_M12_12;Las naves imperiales salen del hiperespacio.
TEXT_SPEECH_UW_ACT03_M12_13;Vienen más naves rebeldes.
TEXT_SPEECH_UW_ACT03_M12_14;¡Una flota imperial enorme viene en nuestra dirección!
TEXT_SPEECH_UW_ACT03_M12_15;¡Impacto directo! ¡Sí!
TEXT_SPEECH_UW_ACT03_M12_16;¡Guau! ¡Mira eso!
TEXT_SPEECH_UW_ACT03_M12_17;Es como disparar a vainas Takaam en un foso Dalass.
TEXT_SPEECH_UW_ACT03_M12_18;No necesitabas eso, ¿verdad?
TEXT_SPEECH_UW_ACT03_M12_19;¿Pero qué...? ¡Se acerca el superdestructor estelar, señor!
TEXT_SPEECH_UW_ACT03_M12_20;Apuesto a que cuesta una fortuna. En fin.
TEXT_SPEECH_UW_ACT03_M12_21;Si el Emperador siguiese vivo, se habría puesto hecho una furia.
TEXT_SPEECH_UW_ACT03_M12_22;Nunca aprenderéis, ¿verdad, idiotas?
TEXT_SPEECH_UW_ACT03_M12_23;¡Nos hemos hecho con el control del superláser del Eclipse!
TEXT_SPEECH_UW_ACT03_M12_24;¡Excelente! Vámonos de caza.
TEXT_SPEECH_UW_ACT03_M12_25;Nos aproximamos a la estación espacial, iniciamos los protocolos de abordaje.
TEXT_SPEECH_UW_ACT03_M12_26;¡Hemos saboteado el reactor principal de la estación espacial!
TEXT_SPEECH_UW_ACT03_M12_27;¡La tenemos! ¡La estación espacial es nuestra!
TEXT_SPEECH_UW_ACT03_M12_28;Nos aproximamos al Eclipse, iniciamos los protocolos de abordaje.
TEXT_SPEECH_UW_ACT03_M12_29;Nos hemos hecho con el control del Eclipse. Hay poco equipo que funcione, pero el superláser está operativo.
TEXT_SPEECH_UW_ACT03_M12_30;De acuerdo, Zann, se acabó la diversión, ¿Querías hacerte con el nuevo juguete del Emperador? De acuerdo. A ver cuánto tiempo puedes conservarlo.
TEXT_SPEECH_UW_ACT03_M12_31;¡Ja! Los rebeldes han cumplido con su propósito. Destruidlos.
TEXT_SPEECH_UW_ACT03_M12_32;¡Señor! ¡Atacan al Eclipse!  
TEXT_SPEECH_UW_ACT03_M12_33;Hemos perdido al Eclipse, que todas las unidades se retiren. ¡Repito, que todas las unidades se retiren!
TEXT_SPEECH_UW_ACT03_M12_34;¡Señor! ¡El superláser del Eclipse se ha averiado! ¡Necesitamos tiempo para hacer reparaciones!
TEXT_SPEECH_UW_ACT03_M12_35;¡Señor! ¡El superláser del Eclipse vuelve a funcionar y está listo para disparar!
TEXT_SPEECH_UW_ACT03_M12_BOUNCE;El momento de mi triunfo definitivo no puede llevarse a cabo sin mí. 
TEXT_SPEECH_UW_ACT03_M12_BOUNCE_GEN;Ahora mismo Kuat es demasiado peligroso. Tengo que preparar un plan antes de abordar este planeta e infiltrarme en el Eclipse.
TEXT_SPEECH_UW_CLD_01;El gobernador Koong Eeth ha dado problemas. No vamos a matarlo, mutilarlo será suficiente para cumplir nuestro objetivo. Atravesar su impresionante fuerza de seguridad y dañarlo gravemente será un ejemplo para todos. Nada detiene al Consorcio Zann. Nada.
TEXT_SPEECH_UW_CLD_02;¡Bien hecho! El miedo es una de nuestras armas más poderosas. Ahora todo el mundo sabe lo que le hicimos al gobernador. En cuestión de semanas, todos en Saleucami harán lo que les digamos. Las fuerzas del Imperio y la Rebelión no podrán usar habilidades especiales en este planeta.
TEXT_SPEECH_UW_CLD_03;Al aumentar nuestra reputación de intimidación y desplegar a nuestros ejércitos hemos conseguido asentar nuestros esfuerzos de chantaje en Felucia. Aunque el planeta parece primitivo con sus bosques de hongos, se pueden conseguir grandes riquezas. Los habitantes estás deseando divertirse y nuestra organización puede ofrecerles muchos servicios para divertir a las masas mientras les robamos sus riquezas.
TEXT_SPEECH_UW_CLD_04;Me han encargado entrar en el sistema Kessel y localizar un satélite de comunicación imperial. Con esa unidad bajo nuestro control, los movimientos de las flotas enemigas quedarán al descubierto. Podremos dirigir el tráfico de la flota imperial para robar naves y sembrar el caos en las líneas de suministro enemigas.
TEXT_SPEECH_UW_CLD_05;Nuestro éxito supera mis cálculos. Hemos añadido una nueva nave a nuestra flota. Estamos redirigiendo créditos de los enemigos a nuestras arcas. Ya hemos oído informes de naves de transporte que desaparecen misteriosamente como resultado de nuestra toma del control del satélite de comunicaciones. La estrategia está funcionando, debemos seguir de acuerdo a lo planeado.
TEXT_SPEECH_UW_CLD_06;He logrado establecer un centro de reclutamiento en Kashyyyk.  Estamos limitando los suministros de comida de los wookiees, y están respondiendo bien al condicionamiento, solo faltan 300 para completar el regimiento. El planeta ha sido corrompido con éxito y esas unidades están a tu disposición. ¡Larga vida al Consorcio!
TEXT_SPEECH_UW_CLD_07;Los enormes astilleros de Kuat están bajo tu control. He abierto un anillo de mercado negro para proporcionarte las tecnologías de tus enemigos. Ahora el Consorcio Zann podrá usar los planos robados para construir unidades en el futuro. Algunas de las poderosas familias que controlaban Kuat presentaron resistencia, pero ya no queda nadie capaz de detenernos. ¡Larga vida al Consorcio!
TEXT_SPEECH_UW_CLD_08;Nuestras fuerzas se agrupan para acudir al planeta. No decepcionaremos al Consorcio Zann. 
TEXT_SPEECH_UW_CLD_09;Tyber Zann: Well done, this world has been successfully corrupted. 
TEXT_SPEECH_UW_CLD_10;IG-88: I’ve computed a 98% chance of success, begin the battle!
TEXT_SPEECH_UW_END_CINEMATIC_00;¿Lo ves, Urai? ¡Miles de millones de créditos! ¡Datos técnicos acumulados durante décadas! ¡Obras de arte de valor incalculable! ¡Es increíble! ¡En estas cámaras acorazadas hay más riqueza de la que podía imaginar!
TEXT_SPEECH_UW_END_CINEMATIC_01;Una victoria impresionante. Con el contenido de las cámaras y esta nave, puede que pronto haya un nuevo emperador galáctico.
TEXT_SPEECH_UW_END_CINEMATIC_02;No tengo necesidad de mantener este trasto medio construido. Además, es un blanco que ni siquiera los rebeldes podrían fallar. Con los tesoros de las cámaras de Palpatine, ahora puedo extender mi organización por toda la galaxia. ¡Que los rebeldes formen su Nueva República! Siempre he querido tener mi propio senador...
TEXT_SPEECH_UW_END_CINEMATIC_03;Pronto comprenderás el auténtico significado del poder, Tyber Zann. Cuando te lo enseñe.
TEXT_SPEECH_UW_END_CINEMATIC_04;¡Ja, ja, ja, ja!
TEXT_SPEECH_VAD_EVENT_FAVOR_02;Eres muy prometedor, comandante.
TEXT_SPEECH_VAD_EVENT_FAVOR_03;Puede que tu superior esté en lo cierto contigo.
TEXT_SPEECH_VAD_HC_01;¡Te he estado esperando, Obi-Wan!
TEXT_SPEECH_VAD_HC_02;Cuando te dejé, yo no era más que el aprendiz. ¡Ahora, YO soy el maestro!
TEXT_SPEECH_VAD_HC_03;¡Tus poderes son débiles, anciano!
TEXT_SPEECH_VAD_HC_04;¡No deberías haber regresado!
TEXT_SPEECH_VAD_HC_05;Este día se recordará durante mucho tiempo. Ha visto el fin de Kenobi; ¡pronto verá el fin de la Rebelión!
TEXT_SPEECH_WAYLAND_BLK_VICTORY_COR50_02;Existen secretos de la tecnología del Imperio y de los rebeldes que queremos y vamos a empezar a reunir ahora.
TEXT_SPEECH_WAYLAND_RKT_VICTORY_COR50_01;Estamos logrando atraer aquí a las fuerzas enemigas y recuperamos sus restos después de que nuestras fuerzas las destruyan en el espacio. 
TEXT_SPEECH_YAVIN_BRB_VICTORY_COR51_02;Aunque Tyber Zann piensa que los rebeldes son insignificantes, sobornar a algunos de sus jefes puede resultar útil. 
TEXT_SPEECH_YAVIN_RKT_VICTORY_COR51_01;Nuestra organización se ha establecido en Yavin IV. Nuestra corrupción nos proporciona créditos y conocimientos sobre el sector. 
TEXT_STEALTH_FLEET;Esta flota puede camuflarse y las defensas espaciales enemigas no la detectan.
TEXT_STOP;Detener
TEXT_STORY_AETENII_PIR_OBJECTIVE_01;Destruye las cinco cápsulas de cristal estigio.
TEXT_STORY_AETENII_PIR_OBJECTIVE_01a;Destruye cuatro cápsulas más de cristal estigio.
TEXT_STORY_AETENII_PIR_OBJECTIVE_01b;Destruye tres cápsulas más de cristal estigio.
TEXT_STORY_AETENII_PIR_OBJECTIVE_01c;Destruye dos cápsulas más de cristal estigio.
TEXT_STORY_AETENII_PIR_OBJECTIVE_01d;Destruye la última cápsula de cristal estigio.
TEXT_STORY_AETENII_PIR_OBJECTIVE_NOTICE;Aviso: cápsula de cristal estigio destruida.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01;Reúne diez cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01a;Reúne nueve cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01b;Reúne ocho cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01c;Reúne siete cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01d;Reúne seis cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01e;Reúne cinco cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01f;Reúne cuatro cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01g;Reúne tres cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01h;Reúne dos cabezas de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_01i;Reúne una cabeza de shaak como trofeo.
TEXT_STORY_ALZOCIII_INTIMIDATION_OBJECTIVE_02;Usa a Tyber para entregar las cabezas de shaak al comisario alimenticio.
TEXT_STORY_DEMO_TUTORIAL_000;Transmisión del gran moff Tarkin
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_00;El sometimiento de Geonosis
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_01;El sometimiento de Geonosis
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_02;El gran moff Tarkin ha ordenador a Darth Vader que se apodere de los recursos del planeta Geonosis. Para controlarlo por completo, tiene que hacerse con la superficie y el espacio circundante.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_03;Misión: forma una flota y escolta a Darth Vader a Geonosis. Necesitarás bastantes naves para tener éxito en la invasión.
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_04;Ahora que el espacio geonosiano está bajo control imperial, hay que destruir a las fuerzas rebeldes de la superficie. Si los geonosianos sufren muchas bajas en la derrota, seguro que se avienen a trabajar en los campos de trabajo.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_12;El sometimiento de Geonosis: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_13;Pese a la defensa a ultranza de los geonosianos y los rebeldes, el planeta está en manos del Imperio. Sus recursos naturales servirán de materias primas para el proyecto de la Estrella de la Muerte, mientras que los geonosianos serán la mano de obra que la construya.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_14;Misión: destruye a todos los rebeldes y geonosianos de la zona.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_15;Consejo: es posible detener las oleadas de enemigos nativos si destruyes la estructura única que les sirve de hogar.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_31;Misión: destruye todas las estructuras y unidades rebeldes.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_32;Misión: destruye todas las naves rebeldes y su estación espacial.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_33;Aplasta la estación espacial rebelde. 
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_34;Aniquila todas las naves rebeldes.  
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_36;Recompensa: nuevas unidades (exploradores TIE y atacantes TIE).
TEXT_STORY_EMPIRE_ACT01_MISSION_FOUR_38;Misión: extermina a todas las alimañas rebeldes y geonosianas y acaba con sus estructuras.
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_25;Los registros de las transmisiones de Thyferra y Fondor han llevado al Imperio a un posible refugio pirata de Ilum. Para conservar el factor sorpresa, lord Vader ha ordenado que se envíe un droide sonda a Ilum.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_26;Misión: fabrica un droide sonda en un sistema que cuente con estación espacial y envíalo a Ilum.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_27;El droide sonda ha tenido éxito y ha detectado un gran refugio de piratas fuertemente armados en la órbita de Ilum. Habrá que recurrir al sigilo y a la potencia de fuego para eliminarlos y obtener la información que busca lord Vader.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_28;Erradicar a los piratas
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_29;La amenaza pirata
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_30;La amenaza pirata: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_31;Boba Fett ha recibido una sustanciosa suma para ayudar al Imperio. Estudiará las defensas de los piratas y neutralizará sus sistemas de alarma antes de que la flota principal llegue a la zona.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_32;Misión: forma una flota y escolta a Boba Fett desde Coruscant hasta Ilum.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_33;El éxito en la incursión a la base pirata ha revelado mucha información útil acerca de las actividades rebeldes. Sin embargo, los rebeldes se han esforzado para ocultar la identidad del conspirador, que sigue eludiendo a los agentes secretos imperiales. Darth Vader debe proseguir con su búsqueda.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_35;Misión: forma una flota y escolta a Darth Vader a Geonosis.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_63;Misión: usa a Boba Fett para destruir todas las plataformas de sensores.
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_65;Consejo: Boba Fett no es rival para la base pirata. Selecciona la opción Refuerzos y arrastra las unidades de la ventana de refuerzos hasta una zona despejada en el espacio.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_66;Destruye todas las plataformas de sensores piratas.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_67;Boba Fett tiene que sobrevivir.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_68;Lleva refuerzos y destruye la estación espacial pirata para hacer salir a su líder.  
TEXT_STORY_EMPIRE_ACT01_MISSION_THREE_69;Ataca al líder pirata hasta que se rinda. Que no escape.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_02;El Emperador ha enviado a Darth Vader a Thyferra para que localice al agente imperial que conspira junto a los rebeldes. Tras seguir la pista a unas transmisiones codificadas, Vader lleva a una fuerza de asalto imperial a la superficie y espera coger desprevenidos a los rebeldes y a su objetivo.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_03;Misión: usa a Darth Vader y a su fuerza de asalto para destruir todas las unidades y estructuras rebeldes de Thyferra.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_04;Resistencia organizada
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_05;Resistencia organizada: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_06;Después de eliminar a la población rebelde de Fondor, los soldados imperiales encontraron varias comunicaciones de la Alianza, que pueden servir de pista a Darth Vader en su implacable persecución del traidor.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_12;Consejo: destruye la torreta y luego pulsa en la plataforma de construcción para fabricar algo. Si te acercas a una plataforma de construcción que no está en disputa, la controlarás. No se pueden controlar las plataformas de construcción ocupadas.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_22;Misión: usa tus fuerzas para destruir el puesto avanzado rebelde y el centro de comunicaciones tomado.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_23;Consejo: usa las aptitudes de Darth Vader (Aplastar con la Fuerza y Empujar con la Fuerza) para destruir a los vehículos y a la infantería del enemigo.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_37;Misión: forma una fuerza de asalto terrestre y reconquista Fondor.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_38;Aplasta. Mata. Destruye.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_39;Los rebeldes han conquistado Fondor. Envía a tus fuerzas y aplasta su lastimoso alzamiento. Da a los rebeldes una lección que no puedan olvidar.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_40;Misión: forma una fuerza de asalto terrestre y reconquista Fondor.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_63;Misión: Darth Vader tiene que sobrevivir.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_64;Consejo: selecciona la opción Refuerzos. A continuación, lleva las unidades de la ventana de refuerzos a una zona despejada alrededor del punto de refuerzos.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_65;Acaba con la escoria rebelde y reduce a cenizas sus edificios.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_66;Lord Vader tiene que sobrevivir.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_67;Destruye la antena de comunicaciones.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_68;Destruye el generador de energía rebelde.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_69;Recompensa: nuevo héroe (Darth Vader).
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_70;Misión: selecciona tus unidades y ataca la base rebelde que está al norte.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_74;Consejo: acerca a Darth Vader a la infantería enemiga y usa su aptitud Empujar con la Fuerza para acabar deprisa con grupos de unidades de infantería.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_75;Consejo: usa la aptitud Aplastar con la Fuerza de Darth Vader para destruir rápidamente vehículos enemigos.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_76;Consejo: los atacantes TIE pueden pasar por encima de la infantería.
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_77;Misión: erradicar la presencia rebelde en Fondor.  
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_78;Elimina a todos los simpatizantes de la Rebelión que se interpongan en tu camino.
TEXT_STORY_EMPIRE_ACT02_MISSION_6_100;Aviso: en este momento no se puede acceder a los bombardeos. El Emperador no quiere causar excesivos daños colaterales.
TEXT_STORY_EMPIRE_ACT02_MISSION_6_101;Consejo: la captura de puntos de refuerzo impedirá que desembarquen los refuerzos de los rebeldes.
TEXT_STORY_EMPIRE_ACT02_MISSION_6_102;Impide que Han Solo libere a los wookiees.
TEXT_STORY_EMPIRE_ACT02_MISSION_6_103;Misión: forma una fuerza de asalto terrestre y sofoca el alzamiento de los wookiees de Kashyyyk.
TEXT_STORY_EMPIRE_ACT02_MISSION_6_900;Misión: selecciona el AT-AT del coronel Veers y dirígelo por el campo de pruebas.
TEXT_STORY_EMPIRE_ACT02_MISSION_8_900;Misión: derrota al traidor moff Kalast.
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_00;Problemas en Kashyyyk
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_01;Problemas en Kashyyyk: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_02;Solo, un bribón impetuoso que desertó del Imperio hace un tiempo, ha liberado a los wookiees de sus cárceles. En su rebeldía irracional, intenta sacarlos del planeta. No podemos perder la mano de obra de Kashyyyk.
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_03;Misión: detén la revuelta wookiee de Kashyyyk.  
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_04;Aunque hay que lamentar la huida del bribón Han Solo, no creo que llegue muy lejos en su estado. Los wookiees han vuelto a las cárceles, donde esperarán su traslado a la Estrella de la Muerte en construcción.  
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_10;Misión: protege las cárceles derrotando a los rebeldes invasores, los wookiees y a Han Solo.  
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_21;Da un escarmiento permanente a Han Solo.
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_22;Protege las cárceles imperiales.
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_00;Ataque a Mon Calamari
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_01;Ataque a Mon Calamari: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_02;El Emperador cree que los mon calamari, un pueblo que defiende tenazmente su independencia, acabará ayudando a la Rebelión si tienen ocasión. Hay que someter el planeta para evitar que se entrometan.  
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_03;Misión: toma el control del espacio de Mon Calamari. Es necesario utilizar una flota de gran tamaño. Asegúrate de que los planetas que controlas tengan defensas adecuadas mientras lo haces.
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_04;Con Mon Calamari bajo control imperial, su temible fuerza espacial no entra en juego. El Emperador está satisfecho y el gran moff Tarkin tiene un nuevo esclavo llamado Ackbar...  
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_20;Recompensa: nuevas unidades (tanques 2M).
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_21;Aplasta a la escoria rebelde y su estación espacial.
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_22;Elimina todas las naves de línea mon calamari.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_00;Una nueva arma para la guerra
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_01;Una nueva arma para la guerra: ¡misión cumplida!
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_02;Dado que la construcción de la Estrella de la Muerte avanza según lo previsto, el Emperador se ha centrado en otras armas. El coronel Maximilian Veers va a hacer una demostración de una nueva arma de asalto terrestre: el AT-AT, un transporte blindado todoterreno. Se celebrará en Carida, que alberga un importante centro de entrenamiento imperial.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_03;Misión: escolta al coronel Veers desde Coruscant a Carida, y ayúdale en la demostración del prototipo de AT-AT.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_04;Aunque la Rebelión intentó destruir el prototipo de arma imperial, el coronel Veers consiguió rechazar el ataque. La respuesta del AT-AT ha sido un éxito, y Veers ha asegurado al Emperador que la producción puede empezar de inmediato...  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_11;Misión: protege los cuatro búnkeres de observación derrotando a todos los invasores rebeldes.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_18;Misión: selecciona el AT-AT del coronel Veers y llévalo al este a través del campo de pruebas.
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_21;Consejo: despliega soldados de asalto desde el AT-AT para atacar a los piratas.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_24;Misión: derrota al ráncor con el AT-AT. Usa sus aptitudes especiales si es necesario.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_30;Misión: selecciona el prototipo de AT-AT del coronel Veers y atraviesa las barreras que hay delante. Es posible atravesar todas las barreras enemigas.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_31;Consejo: usa las plataformas de construcción que están cerca de los búnkeres de observación para reforzar tus defensas.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_35;El coronel Veers tiene que sobrevivir.  
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_44;Recompensa: nuevo héroe (coronel Veers).
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_00;El moff traidor
