TEXT_UNIT_COVN_SDV;Corbeta Clase SDV
TEXT_UNIT_COVN_SERAPH;Caza de Clase Seraph Avanzada
TEXT_UNIT_COVN_TARASQUE;Caza Clase Tarasca
TEXT_UNIT_LONGSWORD;Bombardero Longsword
TEXT_UNIT_UNSC_AUTUMN;Clase Autumn
TEXT_UNIT_UNSC_BASELARD;Caza de clase Baselard
TEXT_UNIT_UNSC_BROADSWORD;Caza Broadsword
TEXT_UNIT_UNSC_HALCYON;Clase Halcyon
TEXT_UNIT_UNSC_INFINITY;La Infinity
TEXT_UNIT_UNSC_LONGSWORD;Bombardero Longsword
TEXT_UNIT_UNSC_MARATHON;Crucero pesado clase Marathon
TEXT_UNIT_UNSC_POA;Pillar of Autumn
TEXT_UNIT_UNSC_SABRE;Caza de clase Sabre
TEXT_UNIT_UNSC_SHORTSWORD;Bombardero de clase Shortsword UNSC
TEXT_UNIT_UNSC_SOF;The Spirit Of Fire
TEXT_UNSC_BROAD;Caza Broadsword
TEXT_UNSC_BROAD_SQUADRON;Escuadrón Broadsword
TEXT_UNSC_GLADIUS;Corbeta Pesada clase Gladius
TEXT_UNSC_HALBERD;Destructor clase Halberd
TEXT_UNSC_IROQUOIS;UNSC Iroquois
TEXT_UNSC_MAKO;Corbeta clase Mako
TEXT_UNSC_MUSASHI;Carguero clase Musashi
TEXT_UNSC_PARIS;Fragata Pesada clase París
TEXT_UNSC_POA;El Pillar of Autumn
TEXT_UNSC_POSEIDON;Carguero ligero de clase Poseidón
TEXT_UNSC_STALWART;Fragata ligera clase Stalwart
TEXT_UNSC_STRIDENT;Fragata pesada clase Strident
TEXT_UNSC_TECH_2;U.N.S.C. Tecnología Mejorada 2
TEXT_UNSC_TECH_3;U.N.S.C. Tecnología Mejorada 3
TEXT_UNSC_TECH_4;U.N.S.C. Tecnología Mejorada 4
TEXT_UNSC_TECH_5;U.N.S.C. Tecnología Mejorada 5
TEXT_UNSC_VINDICATION;Crucero de Batalla Ligero Vindication
TEXT_UPGRADE_ES_ENHANCED_SHIELDING_L1;Potencia de escudo mejorada Nivel 1
TEXT_UPGRADE_ES_INCREASED_SUPPLIES_L3;Aumento de la eficiencia minera Nivel 3
TEXT_UPGRADE_ES_INCREASED_SUPPLIES_L4;Aumento de la eficiencia minera Nivel 4
TEXT_UPGRADE_RS_INCREASED_SUPPLIES_L3;Aumento de la eficiencia minera Nivel 3
TEXT_UPGRADE_RS_INCREASED_SUPPLIES_L4;Aumento de la eficiencia minera Nivel 4
TEXT_UPGRADE_RS_PROTECTION_UPGRADE;Plan de protección del transporte
TEXT_UPGRADE_SELF_DESTRUCT;Autodestrucción de la estación
TEXT_UPGRADE_SELF_DESTRUCT_ENC;"Sé un cobarde y termina el juego antes de tiempo, porque eres malo. De todos modos, construir esto hará estallar tu estación una vez que la ""mejora"" esté terminada."
TEXT_UPGRADE_TOOLTIP_ES_ENHANCED_SHIELDING_L1;La mejora de escudos equipa a todos los cazas y bombarderos con escudos más modernos, que aumentan los escudos un 20% pero reducen la potencia de las armas un 5%.
TEXT_UPGRADE_TOOLTIP_ES_ENHANCED_SHIELDING_L2;La mejora de escudos de nivel 2 equipa a todos los cazas, bombarderos y corbetas con los escudos de más alta tecnología, aumentando los escudos un 40% pero disminuyendo la potencia de las armas un 15%.
TEXT_UPGRADE_TOOLTIP_ES_INCREASED_SUPPLIES_L3;Aumenta los ingresos por créditos de la Instalación Forunner en un 80% más 125 cR/sec. adicionales. Sin embargo, aumenta el tiempo para obtener créditos en un 15%.
TEXT_UPGRADE_TOOLTIP_ES_INCREASED_SUPPLIES_L4;Aumenta los Ingresos de Créditos de la Instalación Forunner en un 150% más 200 cR/sec. adicionales. Pero aumenta el tiempo para obtener créditos en un 20%.
TEXT_UPGRADE_TOOLTIP_RS_INCREASED_SUPPLIES_L3;Aumenta los Ingresos de Créditos de la Instalación Forunner en un 40% más 60 cR/sec. adicionales. Y reduce el tiempo de obtención de créditos en un 10%.
TEXT_UPGRADE_TOOLTIP_RS_INCREASED_SUPPLIES_L4;Aumenta los Ingresos de Créditos de la Instalación Forunner en un 65% más 100 cR/sec. adicionales. Y reduce el tiempo para ganar créditos en un 20%.
TEXT_UPGRADE_TOOLTIP_RS_PROTECTION_UPGRADE;El plan de protección del transporte equipa al transporte de la instalación minera con una corbeta como protección. Cuando la mejora está activa, el transporte no puede ser destruido a menos que la corbeta proporcionada sea destruida. Este plan debe volver a comprarse cuando la corbeta muere.
TEXT_WEAPON_ARCHERPOD_25;2 5x Lanzador de cápsulas Archer
TEXT_WEAPON_ARCHERPOD_6;6x Lanzador de cápsulas Archer
TEXT_WEAPON_CANON_33;Batería Spitfire MK33
TEXT_WEAPON_COV_AF;Batería de Plasma Anti Caza
TEXT_WEAPON_MAC_3;3 Cañones de disparo Mac
UNSC_ARCHER_POD_2_5;2 - 5x Cápsulas Archers
UNSC_ARCHER_POD_5;5x Cápsulas Archers
UNSC_ARCHER_TURRET;10x Torreta de cápsulas Archers
UNSC_LAR_TURRET;Torreta 11A2R1
UNSC_M33_TURRET;Cañón M33
UNSC_M55_TURRET;Torreta de bobinas M55
UNSC_MAC_CANNON;MAC
UNSC_MK33_TURRET;Torreta MK33
UNSC_MK44_TURRET;Torreta MK44
UNSC_WATER_TURRET;Cañón Breakwater
